id,gender,own_car,own_property,child_count,income,type_income,education_level,marital_status,housing_type,age,mobile_phone,work_phone,phone,email_id,type_occupation,family_members,label,experience_yrs
5113420,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,35.0,1,0,0,0,Core staff,2,0,14.6
5113132,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.0,1,0,0,0,Sales staff,2,0,9.7
5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,41.0,1,0,0,0,Managers,3,0,12.1
5029352,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,30.0,1,0,0,0,Drivers,2,0,1.1
5105067,M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,37.0,1,1,1,0,not specified,2,0,1.2
5143573,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,25.0,1,1,0,0,Drivers,2,0,2.6
5045203,F,Y,Y,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,1,0,0,0,not specified,2,0,4.372990718367258
5065673,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.0,1,0,0,0,not specified,1,0,12.9
5029544,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.0,1,0,0,0,not specified,3,0,5.4
5045800,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,1,0,1,0,Drivers,3,0,7.0
5111159,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,29.0,1,1,1,0,Core staff,3,0,3.8
5099957,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,31.0,1,0,0,0,Accountants,3,0,1.3
5143360,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,62.0,1,1,1,0,High skill tech staff,2,0,6.1
5091753,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,35.0,1,0,0,0,Core staff,4,0,4.5
5117403,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,46.0,1,0,0,0,Waiters/barmen staff,2,0,4.4
5149319,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,52.0,1,0,0,0,Managers,2,0,16.4
5137542,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,52.0,1,1,0,0,Cooking staff,2,0,8.6
5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,38.0,1,0,0,0,Drivers,2,0,7.3
5090780,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,1,0,0,0,Managers,3,0,9.4
5092242,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,57.0,1,0,0,0,not specified,2,0,6.4
5068671,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,25.0,1,0,0,0,Core staff,2,0,1.1
5143427,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.0,1,0,0,0,not specified,1,0,4.671406528842048
5087994,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,43.0,1,0,0,0,not specified,3,0,18.2
5052739,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,1,0,0,1,High skill tech staff,4,0,1.4
5068747,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,36.0,1,0,0,0,Accountants,2,0,0.6
5025029,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.0,1,0,0,0,not specified,2,0,11.647715420432046
5022571,M,Y,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,60.0,1,0,0,0,not specified,2,0,3.6534983739489166
5024578,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,28.0,1,0,0,0,Laborers,3,0,4.0
5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,35.0,1,0,0,0,Managers,2,0,7.1
5041869,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,53.0,1,1,1,0,Core staff,2,0,1.4
5115894,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,1,0,0,0,Drivers,2,0,3.6
5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,37.0,1,0,0,0,not specified,3,0,6.8
5045611,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,1,0,0,0,not specified,4,0,2.0
5113288,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,31.0,1,1,1,0,Core staff,4,0,0.3
5053003,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,26.0,1,1,1,0,not specified,2,0,4.5
5118038,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,32.0,1,0,0,0,HR staff,4,0,1.7
5091405,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48.0,1,1,0,0,Laborers,1,0,5.2
5137022,F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,50.0,1,1,1,0,Laborers,1,0,1.0
5117594,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,1,1,1,0,Core staff,1,0,20.0
5085704,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,53.0,1,0,0,0,not specified,2,0,7.653274592093076
5137292,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,1,1,1,0,High skill tech staff,3,0,19.9
5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,39.0,1,0,0,0,Drivers,4,0,1.7
5099900,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,56.0,1,0,0,0,Laborers,2,0,18.8
5116676,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,37.0,1,1,0,0,Laborers,5,0,1.3
5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,41.0,1,0,0,0,Managers,3,0,4.5
5139410,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,40.0,1,1,0,0,Core staff,4,0,16.7
5048486,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,1,1,1,0,Drivers,2,0,2.0
5139658,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,64.0,1,0,0,0,not specified,2,0,17.365668709022586
5091280,M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,1,1,0,0,Laborers,3,0,1.8
5023186,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,1,0,1,0,Core staff,2,0,7.4
5054307,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,1,0,0,0,Laborers,3,0,2.4
5116879,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,30.0,1,1,1,0,High skill tech staff,1,0,0.4
5050453,M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,39.0,1,0,0,0,not specified,3,0,0.4
5022804,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,33.0,1,0,0,0,Managers,1,0,4.1
5091374,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,1,1,1,0,Drivers,2,0,3.5
5135484,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,29.0,1,0,0,0,Core staff,1,0,5.3
5054188,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,31.0,1,0,1,0,Sales staff,2,0,1.4
5054626,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,1,0,0,0,not specified,1,0,17.40921018708155
5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,1,0,0,0,Laborers,2,0,2.8
5053472,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,1,1,1,0,Low-skill Laborers,2,0,5.8
5105395,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,30.0,1,0,0,0,Secretaries,1,0,1.6
5029554,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,1,0,0,0,not specified,1,0,8.379127604189351
5089722,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,48.0,1,1,1,1,Private service staff,1,0,8.9
5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,23.0,1,1,0,1,Sales staff,2,0,1.2
5062547,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,33.0,1,0,0,1,not specified,5,0,6.0
5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,27.0,1,0,0,1,Laborers,2,0,5.1
5024665,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,40.0,1,1,1,0,Laborers,2,0,12.5
5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44.0,1,1,1,1,Sales staff,2,0,0.8
5021373,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,61.0,1,0,0,1,Managers,2,0,1.6
5143515,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.0,1,0,0,0,not specified,1,0,4.8006290157051295
5018461,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,55.0,1,0,1,0,not specified,3,0,22.0
5096300,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,26.0,1,0,0,0,High skill tech staff,3,0,6.2
5148897,M,N,Y,0,90900.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.0,1,0,1,0,not specified,2,0,19.084459210518855
5025047,F,Y,N,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,1,1,1,0,not specified,5,0,10.3
5092164,F,Y,Y,0,45900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.0,1,0,1,0,not specified,1,0,14.882428273715048
5053143,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,34.0,1,0,1,0,not specified,3,0,0.4
5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,32.0,1,0,0,0,Laborers,2,0,12.6
5023482,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,44.0,1,1,1,0,Core staff,3,0,12.1
5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,32.0,1,0,0,0,Drivers,4,0,2.0
5062713,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,40.0,1,0,0,0,Core staff,3,0,10.4
5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.0,1,0,0,1,Accountants,2,0,6.3
5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,32.0,1,0,0,0,Managers,3,0,4.0
5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,1,1,1,0,Drivers,3,0,14.9
5024258,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,31.0,1,0,0,0,Security staff,1,0,1.6
5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,33.0,1,1,1,1,Laborers,2,0,2.4
5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,30.0,1,0,0,0,Core staff,4,0,5.1
5092332,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,68.0,1,0,1,0,not specified,1,0,12.87104403871101
5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,40.0,1,0,1,0,Medicine staff,1,0,17.3
5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,1,0,1,0,Laborers,2,0,2.7
5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,38.0,1,0,1,1,Sales staff,2,0,0.4
5046036,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.0,1,0,0,0,not specified,2,0,6.299567579560512
5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,43.0,1,1,1,0,Private service staff,2,0,13.1
5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,40.0,1,0,0,1,Core staff,3,0,6.2
5022761,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,1,0,0,1,Sales staff,2,0,3.7
5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,40.0,1,1,1,0,Laborers,2,0,12.8
5113854,M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,42.0,1,1,0,0,Laborers,1,0,22.7
5126612,F,Y,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.0,1,0,1,0,not specified,1,0,1.233491148942631
5142136,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,1,0,0,0,Medicine staff,4,0,13.7
5088163,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35.0,1,0,0,0,Core staff,1,0,2.5
5146086,M,N,N,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,39.0,1,0,0,1,Laborers,1,0,3.3
5139553,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.0,1,0,1,0,Medicine staff,4,0,17.4
5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,25.0,1,0,0,1,Sales staff,2,0,2.2
5025020,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,1,0,0,0,not specified,2,0,13.372435527767731
5118270,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,54.0,1,1,0,0,Medicine staff,2,0,14.9
5095324,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.0,1,0,1,0,not specified,1,0,8.179703158964234
5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,41.0,1,0,0,0,Accountants,3,0,0.2
5148792,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,48.0,1,0,0,0,Managers,1,0,15.1
5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,27.0,1,0,1,1,not specified,1,0,1.6
5088836,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,34.0,1,0,0,1,Accountants,2,0,10.2
5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,58.0,1,0,0,0,Core staff,2,0,13.2
5089896,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,65.0,1,0,0,1,not specified,1,0,9.750295948748338
5137407,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,47.0,1,0,0,0,Medicine staff,1,0,8.2
5086060,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56.0,1,0,1,0,Core staff,2,0,25.8
5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,39.0,1,0,0,0,Core staff,2,0,4.3
5067419,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,1,0,0,0,not specified,2,0,2.125659090232217
5041307,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,1,0,1,0,not specified,2,0,2.2140897926503245
5146401,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,54.0,1,1,0,0,Cleaning staff,1,0,5.8
5105137,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.0,1,0,0,0,Laborers,1,0,2.8
5053388,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.0,1,0,0,1,Managers,2,0,26.6
5146467,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,27.0,1,0,0,0,not specified,2,0,5.3
5113082,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,42.0,1,0,0,0,Core staff,2,0,3.1
5052755,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.0,1,0,0,0,Managers,2,0,3.2
5092436,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.0,1,0,1,0,not specified,2,0,1.387700971749356
5022243,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,1,0,0,1,High skill tech staff,2,0,22.9
5113020,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,40.0,1,0,0,0,Core staff,2,0,6.0
5058267,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,49.0,1,0,0,0,Drivers,3,0,5.2
5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,1,0,0,0,Laborers,4,0,2.5
5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34.0,1,0,0,0,High skill tech staff,3,0,6.8
5096753,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,41.0,1,1,1,0,not specified,2,0,7.3
5091778,M,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.0,1,1,0,0,Laborers,4,0,3.2
5038569,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,55.0,1,0,1,0,Laborers,2,0,0.6
5069169,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,1,0,0,1,Sales staff,2,0,2.6
5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,42.0,1,0,0,1,Secretaries,4,0,6.0
5097134,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,1,1,1,0,Drivers,2,0,6.8
5097106,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,58.0,1,0,1,0,not specified,2,0,31.4
5099877,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,1,0,1,0,not specified,2,0,13.186734292649168
5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,1,1,1,0,Core staff,2,0,2.6
5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,37.0,1,0,0,0,Managers,2,0,8.1
5010412,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.0,1,0,0,0,not specified,2,0,2.2921754894860764
5091144,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,1,0,0,0,not specified,2,0,3.7
5088503,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,60.0,1,0,0,0,Security staff,2,0,1.7
5126142,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,44.0,1,0,0,0,Laborers,4,0,10.4
5067020,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,47.0,1,0,0,1,Laborers,3,0,3.4
5061076,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,41.0,1,1,0,0,not specified,2,0,8.9
5126527,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,34.0,1,0,1,0,Medicine staff,2,0,0.5
5078931,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,43.0,1,0,1,0,Laborers,1,0,0.8
5125471,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,48.0,1,0,0,0,not specified,3,0,4.8
5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27.0,1,0,0,0,Drivers,3,0,0.3
5042097,F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,39.0,1,0,1,0,not specified,2,0,11.2
5067653,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,47.0,1,0,0,1,Managers,2,0,3.9
5089137,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,39.0,1,0,1,0,not specified,2,0,14.6
5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.0,1,0,1,0,Laborers,2,0,3.5
5112833,F,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,With parents,36.0,1,0,1,1,Sales staff,2,0,2.8
5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46.0,1,1,0,0,Laborers,4,0,8.5
5065763,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,1,0,0,0,not specified,1,0,1.9
5089269,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,52.0,1,1,0,0,Cleaning staff,1,0,4.0
5061207,M,Y,Y,14,225000.0,Working,Secondary / secondary special,Separated,House / apartment,49.0,1,0,0,0,Drivers,15,0,4.6
5028684,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,26.0,1,0,0,1,Laborers,2,0,8.2
5028737,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.0,1,0,0,0,Managers,2,0,11.1
5113406,M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,30.0,1,0,0,1,Sales staff,1,0,1.6
5025741,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,33.0,1,0,1,0,Sales staff,2,0,0.8
5045992,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,1,0,0,0,Laborers,2,0,12.3
5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,49.0,1,0,0,0,Laborers,2,0,3.2
5024586,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,34.0,1,0,0,0,Managers,4,0,3.3
5090701,F,N,N,0,594000.0,Pensioner,Higher education,Single / not married,Municipal apartment,48.0,1,0,0,0,not specified,1,0,8.829861552097812
5091929,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,50.0,1,0,0,0,not specified,2,0,1.8
5149034,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,48.0,1,0,0,0,Core staff,2,0,3.3
5114114,M,Y,N,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,47.0,1,0,1,0,Security staff,1,0,2.0
5142579,F,Y,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,57.0,1,0,0,0,not specified,2,0,7.8
5046035,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.0,1,0,0,0,not specified,2,0,6.299549278232865
5050756,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.0,1,1,0,0,Drivers,2,0,11.0
5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,34.0,1,0,0,0,not specified,3,0,9.1
5009790,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,1,0,1,0,not specified,1,0,7.226820960124347
5135819,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,1,0,0,0,Laborers,2,0,7.9
5092287,F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,61.0,1,0,0,0,not specified,2,0,2.938677462828572
5028280,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,33.0,1,0,0,0,not specified,3,0,7.6
5095896,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,44.0,1,1,1,0,Managers,3,0,6.9
5024352,M,Y,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,46.0,1,0,0,0,Drivers,2,0,4.5
5100027,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,1,0,0,0,Medicine staff,2,0,31.6
5028337,F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,38.0,1,0,0,0,Laborers,2,0,14.8
5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,30.0,1,0,0,0,Managers,2,0,3.8
5046126,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,1,1,1,0,Managers,2,0,8.5
5092265,M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,49.0,1,0,0,0,Security staff,2,0,1.0
5143319,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,1,0,0,0,not specified,2,0,1.4539822248946028
5114354,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,27.0,1,1,0,0,not specified,2,0,8.2
5117248,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,1,0,0,0,Laborers,4,0,6.5
5024386,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,37.0,1,0,0,0,Sales staff,2,0,3.5
5026178,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,1,1,0,0,Laborers,2,0,21.4
5033439,M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,32.0,1,0,1,0,not specified,4,0,8.2
5089320,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,32.0,1,1,1,1,High skill tech staff,2,0,2.3
5053872,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,1,0,0,0,not specified,3,0,5.8
5091735,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,1,0,0,0,Sales staff,1,0,5.6
5105791,M,N,N,0,121500.0,State servant,Incomplete higher,Single / not married,House / apartment,25.0,1,1,0,0,Laborers,1,0,4.4
5125928,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,1,0,0,0,Laborers,3,0,1.8
5115662,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,44.0,1,0,1,0,Sales staff,1,0,7.0
5029256,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,37.0,1,0,0,0,Drivers,4,0,2.7
5136029,M,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,54.0,1,0,0,0,Laborers,2,0,6.4
5037157,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,1,0,1,0,not specified,2,0,8.053463634376794
5046531,M,Y,N,0,202500.0,Pensioner,Higher education,Married,House / apartment,55.0,1,0,0,0,not specified,2,0,1.0490183967167395
5023177,F,N,Y,1,337500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,49.0,1,1,1,0,Laborers,3,0,12.9
5021967,F,N,N,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,1,0,0,0,Sales staff,3,0,3.3
5135530,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,1,0,0,0,not specified,2,0,11.506106885608268
5146534,F,Y,N,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,42.0,1,0,0,0,Core staff,3,0,3.2
5126101,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,1,0,1,0,not specified,2,0,34.124211802548245
5088161,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35.0,1,0,0,0,Core staff,1,0,2.5
5100394,M,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.0,1,0,0,0,Core staff,3,0,10.7
5079035,F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,62.0,1,0,0,0,not specified,2,0,0.36237112207668337
5095631,M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,31.0,1,0,0,0,Drivers,3,0,0.6
5113647,F,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,34.0,1,0,0,1,Managers,2,0,0.6
5046336,F,N,N,1,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.0,1,1,0,0,Accountants,3,0,2.5
